Product_ID,Product_Name,Category,Brand,Description,Price_INR,Weight,Flavor,Color,Image_Path,AI_Image_Prompt
1037,Desi Basket Khakhra,Snacks,Desi Basket,Premium khakhra for Indian households.,252,1L,plain,orange,images/1037.png,"Photorealistic Khakhra, fictional brand 'Desi Basket', orange packaging, front view, white background, soft studio lighting, 4K commercial product photography."
1038,Namma Choice Coffee 200g,Grocery,Namma Choice,Premium coffee 200g for Indian households.,939,200g,vanilla,orange,images/1038.png,"Photorealistic Coffee 200g, fictional brand 'Namma Choice', orange packaging, front view, white background, soft studio lighting, 4K commercial product photography."
1039,PureHarvest India Shampoo,Personal Care,PureHarvest India,Premium shampoo for Indian households.,1192,500ml,mint,black,images/1039.png,"Photorealistic Shampoo, fictional brand 'PureHarvest India', black packaging, front view, white background, soft studio lighting, 4K commercial product photography."
1040,Swaad Plus Milk 1L,Dairy,Swaad Plus,Premium milk 1l for Indian households.,129,500ml,classic,brown,images/1040.png,"Photorealistic Milk 1L, fictional brand 'Swaad Plus', brown packaging, front view, white background, soft studio lighting, 4K commercial product photography."
1041,Arogya Life Wheat Flour 5kg,Grocery,Arogya Life,Premium wheat flour 5kg for Indian households.,1324,500ml,classic,yellow,images/1041.png,"Photorealistic Wheat Flour 5kg, fictional brand 'Arogya Life', yellow packaging, front view, white background, soft studio lighting, 4K commercial product photography."
1042,Namma Choice Lunch Box,Kitchen,Namma Choice,Premium lunch box for Indian households.,1499,2kg,herbal,red,images/1042.png,"Photorealistic Lunch Box, fictional brand 'Namma Choice', red packaging, front view, white background, soft studio lighting, 4K commercial product photography."
1043,Griha Essentials Popcorn,Snacks,Griha Essentials,Premium popcorn for Indian households.,842,1L,classic,green,images/1043.png,"Photorealistic Popcorn, fictional brand 'Griha Essentials', green packaging, front view, white background, soft studio lighting, 4K commercial product photography."
1044,Arogya Life Ghee 1L,Dairy,Arogya Life,Premium ghee 1l for Indian households.,1028,2kg,masala,orange,images/1044.png,"Photorealistic Ghee 1L, fictional brand 'Arogya Life', orange packaging, front view, white background, soft studio lighting, 4K commercial product photography."
1045,Namma Choice Masala Mixture,Snacks,Namma Choice,Premium masala mixture for Indian households.,296,2kg,spicy,yellow,images/1045.png,"Photorealistic Masala Mixture, fictional brand 'Namma Choice', yellow packaging, front view, white background, soft studio lighting, 4K commercial product photography."
1046,FreshRoots Face Wash,Personal Care,FreshRoots,Premium face wash for Indian households.,402,200g,masala,red,images/1046.png,"Photorealistic Face Wash, fictional brand 'FreshRoots', red packaging, front view, white background, soft studio lighting, 4K commercial product photography."
1047,Namma Choice Water Bottle,Kitchen,Namma Choice,Premium water bottle for Indian households.,436,250ml,spicy,red,images/1047.png,"Photorealistic Water Bottle, fictional brand 'Namma Choice', red packaging, front view, white background, soft studio lighting, 4K commercial product photography."
1048,Griha Essentials LED Bulb 9W,Electronics,Griha Essentials,Premium led bulb 9w for Indian households.,497,1kg,plain,orange,images/1048.png,"Photorealistic LED Bulb 9W, fictional brand 'Griha Essentials', orange packaging, front view, white background, soft studio lighting, 4K commercial product photography."
1049,FreshRoots Shampoo,Personal Care,FreshRoots,Premium shampoo for Indian households.,146,1kg,herbal,brown,images/1049.png,"Photorealistic Shampoo, fictional brand 'FreshRoots', brown packaging, front view, white background, soft studio lighting, 4K commercial product photography."
1050,Arogya Life Milk 1L,Dairy,Arogya Life,Premium milk 1l for Indian households.,126,100g,natural,white,images/1050.png,"Photorealistic Milk 1L, fictional brand 'Arogya Life', white packaging, front view, white background, soft studio lighting, 4K commercial product photography."
1051,Annapurna Foods Cheese 200g,Dairy,Annapurna Foods,Premium cheese 200g for Indian households.,1401,500ml,vanilla,yellow,images/1051.png,"Photorealistic Cheese 200g, fictional brand 'Annapurna Foods', yellow packaging, front view, white background, soft studio lighting, 4K commercial product photography."
1052,FreshRoots Butter 500g,Dairy,FreshRoots,Premium butter 500g for Indian households.,1379,200g,plain,green,images/1052.png,"Photorealistic Butter 500g, fictional brand 'FreshRoots', green packaging, front view, white background, soft studio lighting, 4K commercial product photography."
1053,Desi Basket Masala Mixture,Snacks,Desi Basket,Premium masala mixture for Indian households.,680,250ml,masala,black,images/1053.png,"Photorealistic Masala Mixture, fictional brand 'Desi Basket', black packaging, front view, white background, soft studio lighting, 4K commercial product photography."
1054,Bharat Fresh Water Bottle,Kitchen,Bharat Fresh,Premium water bottle for Indian households.,1009,1kg,masala,red,images/1054.png,"Photorealistic Water Bottle, fictional brand 'Bharat Fresh', red packaging, front view, white background, soft studio lighting, 4K commercial product photography."
1055,Griha Essentials Fry Pan,Kitchen,Griha Essentials,Premium fry pan for Indian households.,778,500g,masala,blue,images/1055.png,"Photorealistic Fry Pan, fictional brand 'Griha Essentials', blue packaging, front view, white background, soft studio lighting, 4K commercial product photography."
1056,Desi Basket Curd 500g,Dairy,Desi Basket,Premium curd 500g for Indian households.,567,500ml,vanilla,orange,images/1056.png,"Photorealistic Curd 500g, fictional brand 'Desi Basket', orange packaging, front view, white background, soft studio lighting, 4K commercial product photography."
1057,Annapurna Foods Potato Chips,Snacks,Annapurna Foods,Premium potato chips for Indian households.,231,1kg,natural,blue,images/1057.png,"Photorealistic Potato Chips, fictional brand 'Annapurna Foods', blue packaging, front view, white background, soft studio lighting, 4K commercial product photography."
1058,Arogya Life Coffee 200g,Grocery,Arogya Life,Premium coffee 200g for Indian households.,826,500ml,herbal,brown,images/1058.png,"Photorealistic Coffee 200g, fictional brand 'Arogya Life', brown packaging, front view, white background, soft studio lighting, 4K commercial product photography."
1059,PureHarvest India Toothpaste,Personal Care,PureHarvest India,Premium toothpaste for Indian households.,447,1L,masala,black,images/1059.png,"Photorealistic Toothpaste, fictional brand 'PureHarvest India', black packaging, front view, white background, soft studio lighting, 4K commercial product photography."
1060,Swaad Plus Keyboard,Electronics,Swaad Plus,Premium keyboard for Indian households.,554,2kg,natural,orange,images/1060.png,"Photorealistic Keyboard, fictional brand 'Swaad Plus', orange packaging, front view, white background, soft studio lighting, 4K commercial product photography."
1061,Annapurna Foods Face Wash,Personal Care,Annapurna Foods,Premium face wash for Indian households.,247,500ml,natural,brown,images/1061.png,"Photorealistic Face Wash, fictional brand 'Annapurna Foods', brown packaging, front view, white background, soft studio lighting, 4K commercial product photography."
1062,Griha Essentials Face Wash,Personal Care,Griha Essentials,Premium face wash for Indian households.,1311,250ml,classic,brown,images/1062.png,"Photorealistic Face Wash, fictional brand 'Griha Essentials', brown packaging, front view, white background, soft studio lighting, 4K commercial product photography."
1063,Swaad Plus Toor Dal 1kg,Grocery,Swaad Plus,Premium toor dal 1kg for Indian households.,1152,2kg,masala,green,images/1063.png,"Photorealistic Toor Dal 1kg, fictional brand 'Swaad Plus', green packaging, front view, white background, soft studio lighting, 4K commercial product photography."
1064,Arogya Life Milk 1L,Dairy,Arogya Life,Premium milk 1l for Indian households.,865,500g,vanilla,green,images/1064.png,"Photorealistic Milk 1L, fictional brand 'Arogya Life', green packaging, front view, white background, soft studio lighting, 4K commercial product photography."
1065,Griha Essentials Toothpaste,Personal Care,Griha Essentials,Premium toothpaste for Indian households.,509,500ml,herbal,green,images/1065.png,"Photorealistic Toothpaste, fictional brand 'Griha Essentials', green packaging, front view, white background, soft studio lighting, 4K commercial product photography."
1066,Swaad Plus Masala Mixture,Snacks,Swaad Plus,Premium masala mixture for Indian households.,1482,1kg,classic,orange,images/1066.png,"Photorealistic Masala Mixture, fictional brand 'Swaad Plus', orange packaging, front view, white background, soft studio lighting, 4K commercial product photography."
1067,Swaad Plus Sugar 1kg,Grocery,Swaad Plus,Premium sugar 1kg for Indian households.,833,100g,natural,black,images/1067.png,"Photorealistic Sugar 1kg, fictional brand 'Swaad Plus', black packaging, front view, white background, soft studio lighting, 4K commercial product photography."
1068,Desi Basket Pressure Cooker 3L,Kitchen,Desi Basket,Premium pressure cooker 3l for Indian households.,326,100g,masala,green,images/1068.png,"Photorealistic Pressure Cooker 3L, fictional brand 'Desi Basket', green packaging, front view, white background, soft studio lighting, 4K commercial product photography."
1069,Griha Essentials Face Wash,Personal Care,Griha Essentials,Premium face wash for Indian households.,39,100g,plain,green,images/1069.png,"Photorealistic Face Wash, fictional brand 'Griha Essentials', green packaging, front view, white background, soft studio lighting, 4K commercial product photography."
1070,Griha Essentials Toor Dal 1kg,Grocery,Griha Essentials,Premium toor dal 1kg for Indian households.,410,500ml,masala,green,images/1070.png,"Photorealistic Toor Dal 1kg, fictional brand 'Griha Essentials', green packaging, front view, white background, soft studio lighting, 4K commercial product photography."
1071,Namma Choice Bluetooth Speaker,Electronics,Namma Choice,Premium bluetooth speaker for Indian households.,1306,1kg,masala,green,images/1071.png,"Photorealistic Bluetooth Speaker, fictional brand 'Namma Choice', green packaging, front view, white background, soft studio lighting, 4K commercial product photography."
1072,Desi Basket Pressure Cooker 3L,Kitchen,Desi Basket,Premium pressure cooker 3l for Indian households.,723,1L,herbal,blue,images/1072.png,"Photorealistic Pressure Cooker 3L, fictional brand 'Desi Basket', blue packaging, front view, white background, soft studio lighting, 4K commercial product photography."
1073,Daily Harvest LED Bulb 9W,Electronics,Daily Harvest,Premium led bulb 9w for Indian households.,171,1L,mint,green,images/1073.png,"Photorealistic LED Bulb 9W, fictional brand 'Daily Harvest', green packaging, front view, white background, soft studio lighting, 4K commercial product photography."
1074,Daily Harvest Coffee 200g,Grocery,Daily Harvest,Premium coffee 200g for Indian households.,844,500ml,masala,yellow,images/1074.png,"Photorealistic Coffee 200g, fictional brand 'Daily Harvest', yellow packaging, front view, white background, soft studio lighting, 4K commercial product photography."
1075,Annapurna Foods Masala Mixture,Snacks,Annapurna Foods,Premium masala mixture for Indian households.,1187,500g,vanilla,brown,images/1075.png,"Photorealistic Masala Mixture, fictional brand 'Annapurna Foods', brown packaging, front view, white background, soft studio lighting, 4K commercial product photography."
1076,Arogya Life Power Bank,Electronics,Arogya Life,Premium power bank for Indian households.,1455,200g,mint,black,images/1076.png,"Photorealistic Power Bank, fictional brand 'Arogya Life', black packaging, front view, white background, soft studio lighting, 4K commercial product photography."
1077,Daily Harvest Fry Pan,Kitchen,Daily Harvest,Premium fry pan for Indian households.,1285,2kg,natural,white,images/1077.png,"Photorealistic Fry Pan, fictional brand 'Daily Harvest', white packaging, front view, white background, soft studio lighting, 4K commercial product photography."
1078,Bharat Fresh Water Bottle,Kitchen,Bharat Fresh,Premium water bottle for Indian households.,285,1L,herbal,blue,images/1078.png,"Photorealistic Water Bottle, fictional brand 'Bharat Fresh', blue packaging, front view, white background, soft studio lighting, 4K commercial product photography."
1079,Griha Essentials Pressure Cooker 3L,Kitchen,Griha Essentials,Premium pressure cooker 3l for Indian households.,746,500g,herbal,green,images/1079.png,"Photorealistic Pressure Cooker 3L, fictional brand 'Griha Essentials', green packaging, front view, white background, soft studio lighting, 4K commercial product photography."
1080,Griha Essentials Mixer Grinder,Kitchen,Griha Essentials,Premium mixer grinder for Indian households.,869,500g,vanilla,red,images/1080.png,"Photorealistic Mixer Grinder, fictional brand 'Griha Essentials', red packaging, front view, white background, soft studio lighting, 4K commercial product photography."
1081,Bharat Fresh Cookies,Snacks,Bharat Fresh,Premium cookies for Indian households.,1071,250ml,spicy,yellow,images/1081.png,"Photorealistic Cookies, fictional brand 'Bharat Fresh', yellow packaging, front view, white background, soft studio lighting, 4K commercial product photography."
1082,Arogya Life Bhujia,Snacks,Arogya Life,Premium bhujia for Indian households.,1287,100g,classic,white,images/1082.png,"Photorealistic Bhujia, fictional brand 'Arogya Life', white packaging, front view, white background, soft studio lighting, 4K commercial product photography."
1083,Daily Harvest USB Cable,Electronics,Daily Harvest,Premium usb cable for Indian households.,592,500ml,plain,black,images/1083.png,"Photorealistic USB Cable, fictional brand 'Daily Harvest', black packaging, front view, white background, soft studio lighting, 4K commercial product photography."
1084,Bharat Fresh Sugar 1kg,Grocery,Bharat Fresh,Premium sugar 1kg for Indian households.,523,200g,classic,yellow,images/1084.png,"Photorealistic Sugar 1kg, fictional brand 'Bharat Fresh', yellow packaging, front view, white background, soft studio lighting, 4K commercial product photography."
1085,Annapurna Foods Body Lotion,Personal Care,Annapurna Foods,Premium body lotion for Indian households.,241,1kg,vanilla,blue,images/1085.png,"Photorealistic Body Lotion, fictional brand 'Annapurna Foods', blue packaging, front view, white background, soft studio lighting, 4K commercial product photography."
1086,Namma Choice Rice 5kg,Grocery,Namma Choice,Premium rice 5kg for Indian households.,1323,1kg,vanilla,green,images/1086.png,"Photorealistic Rice 5kg, fictional brand 'Namma Choice', green packaging, front view, white background, soft studio lighting, 4K commercial product photography."
1087,Desi Basket Ghee 1L,Dairy,Desi Basket,Premium ghee 1l for Indian households.,214,1L,natural,orange,images/1087.png,"Photorealistic Ghee 1L, fictional brand 'Desi Basket', orange packaging, front view, white background, soft studio lighting, 4K commercial product photography."
1088,Namma Choice Mixer Grinder,Kitchen,Namma Choice,Premium mixer grinder for Indian households.,180,100g,herbal,black,images/1088.png,"Photorealistic Mixer Grinder, fictional brand 'Namma Choice', black packaging, front view, white background, soft studio lighting, 4K commercial product photography."
1089,Arogya Life Masala Mixture,Snacks,Arogya Life,Premium masala mixture for Indian households.,1343,2kg,vanilla,yellow,images/1089.png,"Photorealistic Masala Mixture, fictional brand 'Arogya Life', yellow packaging, front view, white background, soft studio lighting, 4K commercial product photography."
1090,Daily Harvest Lunch Box,Kitchen,Daily Harvest,Premium lunch box for Indian households.,1465,500ml,spicy,red,images/1090.png,"Photorealistic Lunch Box, fictional brand 'Daily Harvest', red packaging, front view, white background, soft studio lighting, 4K commercial product photography."
1091,Griha Essentials Milk 1L,Dairy,Griha Essentials,Premium milk 1l for Indian households.,1064,2kg,classic,brown,images/1091.png,"Photorealistic Milk 1L, fictional brand 'Griha Essentials', brown packaging, front view, white background, soft studio lighting, 4K commercial product photography."
1092,Daily Harvest Coffee 200g,Grocery,Daily Harvest,Premium coffee 200g for Indian households.,746,100g,spicy,black,images/1092.png,"Photorealistic Coffee 200g, fictional brand 'Daily Harvest', black packaging, front view, white background, soft studio lighting, 4K commercial product photography."
1093,PureHarvest India LED Bulb 9W,Electronics,PureHarvest India,Premium led bulb 9w for Indian households.,482,200g,vanilla,black,images/1093.png,"Photorealistic LED Bulb 9W, fictional brand 'PureHarvest India', black packaging, front view, white background, soft studio lighting, 4K commercial product photography."
1094,Annapurna Foods Wheat Flour 5kg,Grocery,Annapurna Foods,Premium wheat flour 5kg for Indian households.,87,1kg,classic,blue,images/1094.png,"Photorealistic Wheat Flour 5kg, fictional brand 'Annapurna Foods', blue packaging, front view, white background, soft studio lighting, 4K commercial product photography."
1095,Swaad Plus Paneer 200g,Dairy,Swaad Plus,Premium paneer 200g for Indian households.,1150,2kg,vanilla,brown,images/1095.png,"Photorealistic Paneer 200g, fictional brand 'Swaad Plus', brown packaging, front view, white background, soft studio lighting, 4K commercial product photography."
1096,Bharat Fresh Paneer 200g,Dairy,Bharat Fresh,Premium paneer 200g for Indian households.,1325,1L,masala,black,images/1096.png,"Photorealistic Paneer 200g, fictional brand 'Bharat Fresh', black packaging, front view, white background, soft studio lighting, 4K commercial product photography."
1097,Desi Basket Cookies,Snacks,Desi Basket,Premium cookies for Indian households.,230,500g,mint,blue,images/1097.png,"Photorealistic Cookies, fictional brand 'Desi Basket', blue packaging, front view, white background, soft studio lighting, 4K commercial product photography."
1098,Namma Choice Cheese 200g,Dairy,Namma Choice,Premium cheese 200g for Indian households.,254,100g,plain,red,images/1098.png,"Photorealistic Cheese 200g, fictional brand 'Namma Choice', red packaging, front view, white background, soft studio lighting, 4K commercial product photography."
1099,FreshRoots Jaggery 500g,Grocery,FreshRoots,Premium jaggery 500g for Indian households.,628,1kg,plain,yellow,images/1099.png,"Photorealistic Jaggery 500g, fictional brand 'FreshRoots', yellow packaging, front view, white background, soft studio lighting, 4K commercial product photography."
1100,FreshRoots Rice 5kg,Grocery,FreshRoots,Premium rice 5kg for Indian households.,1096,500ml,classic,green,images/1100.png,"Photorealistic Rice 5kg, fictional brand 'FreshRoots', green packaging, front view, white background, soft studio lighting, 4K commercial product photography."
1101,Annapurna Foods Hair Oil,Personal Care,Annapurna Foods,Premium hair oil for Indian households.,1088,500ml,mint,brown,images/1101.png,"Photorealistic Hair Oil, fictional brand 'Annapurna Foods', brown packaging, front view, white background, soft studio lighting, 4K commercial product photography."
1102,Arogya Life Masala Mixture,Snacks,Arogya Life,Premium masala mixture for Indian households.,914,200g,classic,red,images/1102.png,"Photorealistic Masala Mixture, fictional brand 'Arogya Life', red packaging, front view, white background, soft studio lighting, 4K commercial product photography."
1103,PureHarvest India Water Bottle,Kitchen,PureHarvest India,Premium water bottle for Indian households.,905,500g,plain,brown,images/1103.png,"Photorealistic Water Bottle, fictional brand 'PureHarvest India', brown packaging, front view, white background, soft studio lighting, 4K commercial product photography."
1104,Swaad Plus Coffee 200g,Grocery,Swaad Plus,Premium coffee 200g for Indian households.,45,250ml,natural,yellow,images/1104.png,"Photorealistic Coffee 200g, fictional brand 'Swaad Plus', yellow packaging, front view, white background, soft studio lighting, 4K commercial product photography."
1105,Arogya Life Keyboard,Electronics,Arogya Life,Premium keyboard for Indian households.,279,500g,classic,white,images/1105.png,"Photorealistic Keyboard, fictional brand 'Arogya Life', white packaging, front view, white background, soft studio lighting, 4K commercial product photography."
1106,Namma Choice Bhujia,Snacks,Namma Choice,Premium bhujia for Indian households.,203,500ml,vanilla,brown,images/1106.png,"Photorealistic Bhujia, fictional brand 'Namma Choice', brown packaging, front view, white background, soft studio lighting, 4K commercial product photography."
1107,Annapurna Foods Coffee 200g,Grocery,Annapurna Foods,Premium coffee 200g for Indian households.,170,1kg,spicy,green,images/1107.png,"Photorealistic Coffee 200g, fictional brand 'Annapurna Foods', green packaging, front view, white background, soft studio lighting, 4K commercial product photography."
1108,Namma Choice Paneer 200g,Dairy,Namma Choice,Premium paneer 200g for Indian households.,267,1L,herbal,red,images/1108.png,"Photorealistic Paneer 200g, fictional brand 'Namma Choice', red packaging, front view, white background, soft studio lighting, 4K commercial product photography."
1109,Namma Choice Wheat Flour 5kg,Grocery,Namma Choice,Premium wheat flour 5kg for Indian households.,1152,2kg,masala,green,images/1109.png,"Photorealistic Wheat Flour 5kg, fictional brand 'Namma Choice', green packaging, front view, white background, soft studio lighting, 4K commercial product photography."
1110,Griha Essentials Butter 500g,Dairy,Griha Essentials,Premium butter 500g for Indian households.,650,500ml,herbal,blue,images/1110.png,"Photorealistic Butter 500g, fictional brand 'Griha Essentials', blue packaging, front view, white background, soft studio lighting, 4K commercial product photography."
1111,Griha Essentials Toor Dal 1kg,Grocery,Griha Essentials,Premium toor dal 1kg for Indian households.,404,500ml,masala,brown,images/1111.png,"Photorealistic Toor Dal 1kg, fictional brand 'Griha Essentials', brown packaging, front view, white background, soft studio lighting, 4K commercial product photography."
1112,Swaad Plus Milk 1L,Dairy,Swaad Plus,Premium milk 1l for Indian households.,1413,1L,mint,red,images/1112.png,"Photorealistic Milk 1L, fictional brand 'Swaad Plus', red packaging, front view, white background, soft studio lighting, 4K commercial product photography."
1113,Arogya Life Potato Chips,Snacks,Arogya Life,Premium potato chips for Indian households.,165,1L,classic,blue,images/1113.png,"Photorealistic Potato Chips, fictional brand 'Arogya Life', blue packaging, front view, white background, soft studio lighting, 4K commercial product photography."
1114,Annapurna Foods Curd 500g,Dairy,Annapurna Foods,Premium curd 500g for Indian households.,1320,500ml,masala,orange,images/1114.png,"Photorealistic Curd 500g, fictional brand 'Annapurna Foods', orange packaging, front view, white background, soft studio lighting, 4K commercial product photography."
1115,Annapurna Foods Face Wash,Personal Care,Annapurna Foods,Premium face wash for Indian households.,30,500g,mint,blue,images/1115.png,"Photorealistic Face Wash, fictional brand 'Annapurna Foods', blue packaging, front view, white background, soft studio lighting, 4K commercial product photography."
1116,Namma Choice Tea 500g,Grocery,Namma Choice,Premium tea 500g for Indian households.,556,500g,spicy,black,images/1116.png,"Photorealistic Tea 500g, fictional brand 'Namma Choice', black packaging, front view, white background, soft studio lighting, 4K commercial product photography."
1117,Namma Choice Body Lotion,Personal Care,Namma Choice,Premium body lotion for Indian households.,731,200g,vanilla,red,images/1117.png,"Photorealistic Body Lotion, fictional brand 'Namma Choice', red packaging, front view, white background, soft studio lighting, 4K commercial product photography."
1118,Annapurna Foods Cookies,Snacks,Annapurna Foods,Premium cookies for Indian households.,647,250ml,plain,white,images/1118.png,"Photorealistic Cookies, fictional brand 'Annapurna Foods', white packaging, front view, white background, soft studio lighting, 4K commercial product photography."
1119,FreshRoots Lunch Box,Kitchen,FreshRoots,Premium lunch box for Indian households.,1212,1L,vanilla,black,images/1119.png,"Photorealistic Lunch Box, fictional brand 'FreshRoots', black packaging, front view, white background, soft studio lighting, 4K commercial product photography."
1120,Desi Basket Salt 1kg,Grocery,Desi Basket,Premium salt 1kg for Indian households.,673,1kg,vanilla,white,images/1120.png,"Photorealistic Salt 1kg, fictional brand 'Desi Basket', white packaging, front view, white background, soft studio lighting, 4K commercial product photography."
1121,Namma Choice USB Cable,Electronics,Namma Choice,Premium usb cable for Indian households.,688,1kg,natural,blue,images/1121.png,"Photorealistic USB Cable, fictional brand 'Namma Choice', blue packaging, front view, white background, soft studio lighting, 4K commercial product photography."
1122,Desi Basket Paneer 200g,Dairy,Desi Basket,Premium paneer 200g for Indian households.,467,1kg,classic,white,images/1122.png,"Photorealistic Paneer 200g, fictional brand 'Desi Basket', white packaging, front view, white background, soft studio lighting, 4K commercial product photography."
1123,FreshRoots Lunch Box,Kitchen,FreshRoots,Premium lunch box for Indian households.,893,250ml,vanilla,blue,images/1123.png,"Photorealistic Lunch Box, fictional brand 'FreshRoots', blue packaging, front view, white background, soft studio lighting, 4K commercial product photography."
1124,Desi Basket Hair Oil,Personal Care,Desi Basket,Premium hair oil for Indian households.,727,500g,herbal,blue,images/1124.png,"Photorealistic Hair Oil, fictional brand 'Desi Basket', blue packaging, front view, white background, soft studio lighting, 4K commercial product photography."
1125,Bharat Fresh Paneer 200g,Dairy,Bharat Fresh,Premium paneer 200g for Indian households.,1120,1kg,spicy,orange,images/1125.png,"Photorealistic Paneer 200g, fictional brand 'Bharat Fresh', orange packaging, front view, white background, soft studio lighting, 4K commercial product photography."
1126,Annapurna Foods Water Bottle,Kitchen,Annapurna Foods,Premium water bottle for Indian households.,760,100g,herbal,white,images/1126.png,"Photorealistic Water Bottle, fictional brand 'Annapurna Foods', white packaging, front view, white background, soft studio lighting, 4K commercial product photography."
1127,PureHarvest India Water Bottle,Kitchen,PureHarvest India,Premium water bottle for Indian households.,1209,1L,classic,yellow,images/1127.png,"Photorealistic Water Bottle, fictional brand 'PureHarvest India', yellow packaging, front view, white background, soft studio lighting, 4K commercial product photography."
1128,Desi Basket Milk 1L,Dairy,Desi Basket,Premium milk 1l for Indian households.,772,1L,mint,black,images/1128.png,"Photorealistic Milk 1L, fictional brand 'Desi Basket', black packaging, front view, white background, soft studio lighting, 4K commercial product photography."
1129,Arogya Life Paneer 200g,Dairy,Arogya Life,Premium paneer 200g for Indian households.,662,100g,spicy,green,images/1129.png,"Photorealistic Paneer 200g, fictional brand 'Arogya Life', green packaging, front view, white background, soft studio lighting, 4K commercial product photography."
1130,PureHarvest India USB Cable,Electronics,PureHarvest India,Premium usb cable for Indian households.,44,200g,plain,orange,images/1130.png,"Photorealistic USB Cable, fictional brand 'PureHarvest India', orange packaging, front view, white background, soft studio lighting, 4K commercial product photography."
1131,Swaad Plus Bluetooth Speaker,Electronics,Swaad Plus,Premium bluetooth speaker for Indian households.,1314,100g,natural,yellow,images/1131.png,"Photorealistic Bluetooth Speaker, fictional brand 'Swaad Plus', yellow packaging, front view, white background, soft studio lighting, 4K commercial product photography."
1132,Desi Basket LED Bulb 9W,Electronics,Desi Basket,Premium led bulb 9w for Indian households.,249,500g,natural,white,images/1132.png,"Photorealistic LED Bulb 9W, fictional brand 'Desi Basket', white packaging, front view, white background, soft studio lighting, 4K commercial product photography."
1133,Desi Basket Khakhra,Snacks,Desi Basket,Premium khakhra for Indian households.,143,500g,plain,black,images/1133.png,"Photorealistic Khakhra, fictional brand 'Desi Basket', black packaging, front view, white background, soft studio lighting, 4K commercial product photography."
1134,Swaad Plus LED Bulb 9W,Electronics,Swaad Plus,Premium led bulb 9w for Indian households.,1401,200g,natural,white,images/1134.png,"Photorealistic LED Bulb 9W, fictional brand 'Swaad Plus', white packaging, front view, white background, soft studio lighting, 4K commercial product photography."
1135,PureHarvest India Tea 500g,Grocery,PureHarvest India,Premium tea 500g for Indian households.,276,100g,mint,black,images/1135.png,"Photorealistic Tea 500g, fictional brand 'PureHarvest India', black packaging, front view, white background, soft studio lighting, 4K commercial product photography."
1136,Annapurna Foods Potato Chips,Snacks,Annapurna Foods,Premium potato chips for Indian households.,382,500g,masala,red,images/1136.png,"Photorealistic Potato Chips, fictional brand 'Annapurna Foods', red packaging, front view, white background, soft studio lighting, 4K commercial product photography."
1137,Namma Choice Face Wash,Personal Care,Namma Choice,Premium face wash for Indian households.,1268,500ml,vanilla,yellow,images/1137.png,"Photorealistic Face Wash, fictional brand 'Namma Choice', yellow packaging, front view, white background, soft studio lighting, 4K commercial product photography."
1138,FreshRoots Masala Mixture,Snacks,FreshRoots,Premium masala mixture for Indian households.,1030,500ml,natural,green,images/1138.png,"Photorealistic Masala Mixture, fictional brand 'FreshRoots', green packaging, front view, white background, soft studio lighting, 4K commercial product photography."
1139,Arogya Life Potato Chips,Snacks,Arogya Life,Premium potato chips for Indian households.,1116,1kg,herbal,white,images/1139.png,"Photorealistic Potato Chips, fictional brand 'Arogya Life', white packaging, front view, white background, soft studio lighting, 4K commercial product photography."
1140,Namma Choice Sugar 1kg,Grocery,Namma Choice,Premium sugar 1kg for Indian households.,536,2kg,herbal,blue,images/1140.png,"Photorealistic Sugar 1kg, fictional brand 'Namma Choice', blue packaging, front view, white background, soft studio lighting, 4K commercial product photography."
1141,Desi Basket USB Cable,Electronics,Desi Basket,Premium usb cable for Indian households.,1068,2kg,classic,brown,images/1141.png,"Photorealistic USB Cable, fictional brand 'Desi Basket', brown packaging, front view, white background, soft studio lighting, 4K commercial product photography."
1142,PureHarvest India Toothpaste,Personal Care,PureHarvest India,Premium toothpaste for Indian households.,1470,250ml,vanilla,orange,images/1142.png,"Photorealistic Toothpaste, fictional brand 'PureHarvest India', orange packaging, front view, white background, soft studio lighting, 4K commercial product photography."
1143,Griha Essentials Bluetooth Speaker,Electronics,Griha Essentials,Premium bluetooth speaker for Indian households.,693,100g,plain,orange,images/1143.png,"Photorealistic Bluetooth Speaker, fictional brand 'Griha Essentials', orange packaging, front view, white background, soft studio lighting, 4K commercial product photography."
1144,Desi Basket Shampoo,Personal Care,Desi Basket,Premium shampoo for Indian households.,384,500ml,masala,white,images/1144.png,"Photorealistic Shampoo, fictional brand 'Desi Basket', white packaging, front view, white background, soft studio lighting, 4K commercial product photography."
1145,Namma Choice Popcorn,Snacks,Namma Choice,Premium popcorn for Indian households.,471,200g,herbal,red,images/1145.png,"Photorealistic Popcorn, fictional brand 'Namma Choice', red packaging, front view, white background, soft studio lighting, 4K commercial product photography."
1146,Griha Essentials Cookies,Snacks,Griha Essentials,Premium cookies for Indian households.,1090,250ml,natural,green,images/1146.png,"Photorealistic Cookies, fictional brand 'Griha Essentials', green packaging, front view, white background, soft studio lighting, 4K commercial product photography."
1147,PureHarvest India Cookies,Snacks,PureHarvest India,Premium cookies for Indian households.,859,500ml,masala,yellow,images/1147.png,"Photorealistic Cookies, fictional brand 'PureHarvest India', yellow packaging, front view, white background, soft studio lighting, 4K commercial product photography."
1148,Arogya Life Milk 1L,Dairy,Arogya Life,Premium milk 1l for Indian households.,1173,1L,plain,green,images/1148.png,"Photorealistic Milk 1L, fictional brand 'Arogya Life', green packaging, front view, white background, soft studio lighting, 4K commercial product photography."
